"soru_id","yil","ay","soru_no","soru_metni","secenek_A","secenek_B","secenek_C","secenek_D","dogru_cevap","kaynak"
"2019_2020_S05_886125pg_202","2019-2020","Nisan","5","I. Bir tilki, gün doğarken gölgesinin uzunluğuna baktı ve şöyle dedi: — Bugün öğle yemeğinde bir deve yiyeceğim. Ve bütün sabah deve arayıp durdu. Ama öğle güneşi yükseldiğinde gölgesinin ne kadar kısa olduğunu görünce kendi kendine şöyle söyledi: — Bir fare de işimi görür. II. Kavağın yanında bir kabak filizi boy vermişti. Bahar ilerledikçe kavak ağacına sarılarak yükselmeye başladı ve neredeyse onunla aynı boya geldi. Bir gün dayanamayıp kavağa sordu: — Sen kaç ayda bu hâle geldin? — On yılda… — On yılda mı; ben neredeyse iki ayda seninle aynı boya geldim, dedi ve güldü. Günler günleri kovaladı. Sonbahar geldiğinde kabak önce üşümeye başladı, sonra yapraklarını düşürmeye. Endişeyle kavağa sordu: — Neler oluyor bana? — Kuruyorsun. — Niçin? — Benim on yılda geldiğim yere, iki ayda gelmeye çalıştığın için… Bu metinlerin ortak vurgusu aşağıdaki deyimlerden hangisiyle ifade edilebilir?","Başı göğe ermek","Haddini bilmek","Tepeden bakmak","Bindiği dalı kesmek","C","886125pg_2020_04_NISAN_ORNEKSORULAR_SOZ1"
"2019_2020_S06_886125pg_202","2019-2020","Nisan","6","Ben roman yazmayı, sadece kendi üstlendiğim bir iş gibi görmüyorum. Bunu romanımın kişileriyle birlikte üstleniyoruz. Olayları, durumları, kişileri, birlikte yazıp götürüyoruz. El ele, omuz omuzayız. - - - -. Her yazdığım insan benim, yazdığım her insan ben. Başka türlü nasıl olabilir? Belirli kurallarla, formüllerle roman yazan bir yazın memuru değil; kahramanlarıy­ la beraber çalışan bir romancıyım ben. Bu parçada boş bırakılan yere anlam akışına göre aşağıdakilerden hangisi getirilebilir?","Hepimiz kendi yolumuzu çizmişiz","Kahramanlarım şekillendiriyor hikâyelerimi","Farklı rüzgârlar şişiriyor yelkenlerimizi","Hayal gücümüz aynı terziden giyiniyor","D","886125pg_2020_04_NISAN_ORNEKSORULAR_SOZ1"
"2019_2020_S07_886125pg_202","2019-2020","Nisan","7","Aşağıda Arda, Beril, Ceylin ve Didem adlı kişilerin aldığı bilgisayarların özellikleri verilmiştir. Adı Ağırlığı Fiyatı Depolama Alanı Batarya Ömrü Ekran Boyutu K 1,9 kg 3.500 TL 256 GB 8 saat 39,60 cm L 1,7 kg 2.700 TL 128 GB 7 saat 35,56 cm M 1,4 kg 3.900 TL 256 GB 10 saat 35,56 cm N 2 kg 2.900 TL 128 GB 6 saat 39,60 cm Her biri farklı bir bilgisayar alan bu kişilerin satın aldığı bilgisayarların özellikleri şu şekildedir: • Arda, rahat taşınabilen ve depolama alanı en geniş olan bilgisayarı; • Beril, şarjı mümkün olduğunca uzun süre dayanan ve en büyük ekranlı bilgisayarı; • Didem, fiyatı en uygun olan bilgisayarı almıştır. Bu bilgilere göre aşağıdakilerden hangisi yanlıştır?","Arda ile Beril’in aldığı bilgisayarların depolama alanları aynıdır.","Beril’in bilgisayarı Ceylin’in bilgisayarından daha hafiftir.","Ceylin’in bilgisayarının ekran boyutu Didem’inkinden büyüktür.","Didem’in bilgisayarının batarya ömrü Arda’nınkinden fazladır.","D","886125pg_2020_04_NISAN_ORNEKSORULAR_SOZ1"
"2019_2020_S09_886125pg_202","2019-2020","Nisan","9","I. Başarılı insanlar, ara vermeden mücadele edenlerdir. II. Ne kadar çok bilirsen o kadar az emin olursun. III. Matematikte zekâdan önce sabır gelir. Numaralanmış cümlelerden hangileri, Çoğu kişiye göre matematikten anlamak doğuştan sahip olunan bir yetenektir. Bu anlayışa göre matematiksel yeteneğe ya sahipsinizdir ya da değilsinizdir. Oysa bazı araştırmalara göre bu alanda gösterilen performans; yetenekten çok, ma­ tematiğe karşı takınılan tavırla ilgili. Çabalamaya istekli hele bir de gayretliyseniz matematikte ustalık kazanmanız pekâlâ mümkün. paragrafının ana fikrini desteklemektedir?","Yalnız I.","I ve III.","II ve III.","I, II ve III.","B","886125pg_2020_04_NISAN_ORNEKSORULAR_SOZ1"
"2019_2020_S10_886125pg_202","2019-2020","Nisan","10","Türk şiirinin evvelden beri anlamla başı derttedir. “Şiirin konusu ne?”, “Ne anladın bu şiirden?” derler. Bütün bunlar çağdaş şiiri bilmeyenlerin sorularıdır. Bana “Bu şiirde ne demek istediniz?” diye sorulduğunda tekrar okurum o şiiri ve “İşte, bunu demek istedim.” derim. Çağdaş şiirde her şeyden önemli olan duyumdur. Şiiri duymak, duyurmak, hissettirmek… Ben ilk okuduğumda anladığım şiire kolay kolay şiir diyemem. Bu parçanın anlatımında aşağıdakilerden hangisine başvurulmamıştır?","İngiltere ile farklı cephelerde savaş yapılmıştır.","Osmanlı Devleti, Kanal Cephesi’nde başarılı olmuştur.","Osmanlı Devleti, coğrafi olarak önemli bir konumdadır.","Cephelerin açılmasında ekonomik nedenler de etkilidir.","C","886125pg_2020_04_NISAN_ORNEKSORULAR_SOZ1"
"2019_2020_S08_978856zm_202","2019-2020","Nisan","8","Sınıf 12.00 Türkçe T.C. İnkılap Tarihi ve Atatürkçülük İngilizce Türkçe İngilizce 12.30 Matematik Fen Bilimleri Din Kültürü ve Ahlak Bilgisi Matematik Fen Bilimleri TEKRAR 13.30-21.30 Ahmet 7. sınıf, kardeşi Eren ise 5. sınıf öğrencisidir. İki kardeş, MEB’in hazırladığı EBA TV Ortaokul Haftalık Ders Programı’na göre uzaktan eğitim alacaktır. Dersler 20 dakika sürmektedir ve her bir dersten sonra 10 dakikalık etkinlik kuşağı yer almaktadır. Ahmet ve Eren ilk günkü ders yayınlarını verimli bir şekilde takip eder. Ancak oturdukları apartmanın elektrik tesisatındaki arıza nedeniyle salı günü 09.30-11.30, cuma günü ise 09.00-09.30 ve 11.00-11.30 saatleri arasındaki derslerin yayınlarını izleyemez ve bu derslere ait yayınların tekrarlarını izlemeye karar verir. Buna göre Ahmet ve Eren’in, tekrar yayınlarını izleyecekleri dersler aşağıdakilerin hangisinde doğru verilmiştir? Salı Cuma","Eren: Sosyal Bilgiler Ahmet: Fen Bilimleri Eren: Fen Bilimleri Ahmet: Matematik","Eren: Fen Bilimleri Ahmet: Sosyal Bilgiler Eren: İngilizce Ahmet: Fen Bilimleri","Eren: Sosyal Bilgiler Ahmet: Sosyal Bilgiler Eren: Fen Bilimleri Ahmet: İngilizce","Eren: Fen Bilimleri Ahmet: Sosyal Bilgiler Eren: İngilizce Ahmet: Matematik","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2 (1)"
"2019_2020_S02_978856zm_202","2019-2020","Nisan","2","Shakespeare (Şekspir), “Hamlet” adlı eserinin bir bölümünde kahramanın ağzından şunları söyler: Düşüncenin canı kısa sözdedir Uzun sözlerse ancak dış görünüşlerdir Yunus Emre de Shakespeare’den yüzyıllar önce aynı gerçeğe parmak basmıştır: Az söz erin yüküdür Çok söz hayvan yüküdür (er: yetenekli kimse) Aşağıdaki cümlelerden hangisi bu görüşlerle benzer bir iletiye sahiptir?","Söz, etkili ve özlü bir şekilde kullanılmalıdır.","Düşünce ile söz arasında sarsılmaz bir denge olmalıdır.","Kişi her bildiğini söylemeli, her söylediğini de bilmeli.","Neyi, kime, ne zaman söylediğini unutma.","D","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2 (1)"
"2019_2020_S04_978856zm_202","2019-2020","Nisan","4","Bir kral, huzuru en güzel resmedecek sanatçıya büyük bir ödül vereceğini ilan eder. Yarışmaya çok sayıda sanatçı katılır. Kral, resimlerden sadece ikisini beğenir. Resimlerin birinde bir göl vardır. Göl, etrafında yükselen dağların görüntüsünü yansıtmaktadır. Üst tarafta pamuk beyazı bulutlar gökyüzünü süslemektedir. Resim, bakanlara huzur vermektedir. Diğer resimde de dağlar vardır ama engebeli ve çıplak dağlar... Dağların üstünde gri bulutlarla bezeli, kasvetli bir gökyüzü bulunmaktadır. Kısaca resim, pek de öyle huzur verecek türden değildir. Fakat kral, resme dikkatli bakınca şelalenin ardındaki çalılığın üstünde bir anne kuş ile yavrusunu görür. Sertçe akan suyun orta yerinde anne kuşun kurduğu yuva, görenlere eşsiz bir rahatlama sunmaktadır. Ödülü kim kazanır dersiniz? Tabii ki ikinci resim... Kral bunun nedenini şöyle açıklar: - - - Bu metnin sonuna düşüncenin akışına göre aşağıdaki cümlelerden hangisi getirilmelidir?","Günlük hayatın her anının fotoğraflanması gereksizdir.","Mutlu anların fotoğrafları, uzun ömürlü belgelerdir.","Güzel anların fotoğrafını çekmek mutluluk göstergesidir.","Bazı fotoğraflar insanın gerçek duygularını yansıtmaz.","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2 (1)"
"2019_2020_S09_978856zm_202","2019-2020","Nisan","9","Bir sorunu eleştiren yazılar görüyorum. Bu tür yazıları okuduğumda baktığım ilk şey, yazarın çözüme yönelik önerisi oluyor. Eğer yazarın önerisi yoksa o yazı benim için yok hükmündedir. Çünkü sorunu herkes görebilir ama çözümü herkes üretemez, marifet çözümdedir. Bu sözleri söyleyen birinin aşağıdaki metinlerden hangisini beğenmesi beklenir?","Bozkırı boydan boya geçen yolculuklar yaparken içim yanar hep. Yolculuğa çıkmadan önce bir umutla manzaranın değişeceğini düşünsem de zamanla gerçeği kabullenirim. O dağların, tepelerin ağaçlarla dolu olmasını beklerim ama beni çorak topraklar ve tepeler karşılar hep. Nice türkünün yakıldığı, nice güzel âdetin olduğu topraklara bu görüntü yakışmıyor.","Yaşadığım şehrin sokaklarında gezerken içimden şu cümleyi söyler dururum: Bu sokakların ruhu yok! Evet, her gün geçtiğim bu sokaklar asfalt ve taştan oluşuyor; beni kendisine bağlayan bir yönü yok. Hâlbuki bir ruhu olsa bu sokakların... Mesela sokağın her köşesinde eskiden kalma kocaman ağaçlar olsa, o sokakta yaşamış ünlü insanların küçük anıtları olsa...","Şehir yaşamının yol açtığı en önemli sorunlardan biri de trafik. Şehirlerde yaşayan milyonlarca insan her gün bu sıkıntıyı çekiyor. Kendisine ya da ailesine ayıracağı vakti trafikte harcıyor. Oysaki insanlar bu vakti yollarda trafiğin açılmasını bekleyerek değil daha nitelikli işler yaparak geçirmeli.","Modern çağın devasa mabetleri AVM’ler! Canlı, coşkulu, ele avuca sığmaz eski çarşıların yerini soğuk ve kaba hâlleriyle alarak günbegün hayatımıza girdiler. Evet, bizlere birçok ürünle hizmet sunuyorlar. Ancak bir makine gibi ruhtan ve doğallıktan yoksunlar.","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2 (1)"
"2019_2020_S10_978856zm_202","2019-2020","Nisan","10","Fiil kök veya gövdelerine -an /-en, -ası /-esi, -maz /-mez gibi belirli eklerin getirilmesiyle sıfat-fiil oluşturulur. Sıfat-fiiller tıpkı sıfatlar gibi isimleri niteleme görevi üstlenir. Bu açıklamaya göre, Büyük bir bahçe... Ortasında köşk biçiminde yapılmış bir ev... Sağ köşesinde her zaman oturduğumuz beyaz perdeli I II oda... Sabahları annem beni bir bebek gibi pencerenin kenarına oturtur, dersimi tekrarlatır, sütümü içirirdi. Bu pencereden görünen avlunun öbür yanındaki büyük toprak rengi yapının camsız, kapaksız tek bir penceresi vardı. III IV metninde numaralanmış sözcüklerden hangisi sıfat-fiil değildir?","Yalnız I.","I ve III.","II ve III.","I, II ve III.","D","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2 (1)"
"2019_2020_S08_978856zm_202","2019-2020","Nisan","8","Sınıf 12.00 Türkçe T.C. İnkılap Tarihi ve Atatürkçülük İngilizce Türkçe İngilizce 12.30 Matematik Fen Bilimleri Din Kültürü ve Ahlak Bilgisi Matematik Fen Bilimleri TEKRAR 13.30-21.30 Ahmet 7. sınıf, kardeşi Eren ise 5. sınıf öğrencisidir. İki kardeş, MEB’in hazırladığı EBA TV Ortaokul Haftalık Ders Programı’na göre uzaktan eğitim alacaktır. Dersler 20 dakika sürmektedir ve her bir dersten sonra 10 dakikalık etkinlik kuşağı yer almaktadır. Ahmet ve Eren ilk günkü ders yayınlarını verimli bir şekilde takip eder. Ancak oturdukları apartmanın elektrik tesisatındaki arıza nedeniyle salı günü 09.30-11.30, cuma günü ise 09.00-09.30 ve 11.00-11.30 saatleri arasındaki derslerin yayınlarını izleyemez ve bu derslere ait yayınların tekrarlarını izlemeye karar verir. Buna göre Ahmet ve Eren’in, tekrar yayınlarını izleyecekleri dersler aşağıdakilerin hangisinde doğru verilmiştir? Salı Cuma","Eren: Sosyal Bilgiler Ahmet: Fen Bilimleri Eren: Fen Bilimleri Ahmet: Matematik","Eren: Fen Bilimleri Ahmet: Sosyal Bilgiler Eren: İngilizce Ahmet: Fen Bilimleri","Eren: Sosyal Bilgiler Ahmet: Sosyal Bilgiler Eren: Fen Bilimleri Ahmet: İngilizce","Eren: Fen Bilimleri Ahmet: Sosyal Bilgiler Eren: İngilizce Ahmet: Matematik","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2"
"2019_2020_S02_978856zm_202","2019-2020","Nisan","2","Shakespeare (Şekspir), “Hamlet” adlı eserinin bir bölümünde kahramanın ağzından şunları söyler: Düşüncenin canı kısa sözdedir Uzun sözlerse ancak dış görünüşlerdir Yunus Emre de Shakespeare’den yüzyıllar önce aynı gerçeğe parmak basmıştır: Az söz erin yüküdür Çok söz hayvan yüküdür (er: yetenekli kimse) Aşağıdaki cümlelerden hangisi bu görüşlerle benzer bir iletiye sahiptir?","Söz, etkili ve özlü bir şekilde kullanılmalıdır.","Düşünce ile söz arasında sarsılmaz bir denge olmalıdır.","Kişi her bildiğini söylemeli, her söylediğini de bilmeli.","Neyi, kime, ne zaman söylediğini unutma.","D","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2"
"2019_2020_S04_978856zm_202","2019-2020","Nisan","4","Bir kral, huzuru en güzel resmedecek sanatçıya büyük bir ödül vereceğini ilan eder. Yarışmaya çok sayıda sanatçı katılır. Kral, resimlerden sadece ikisini beğenir. Resimlerin birinde bir göl vardır. Göl, etrafında yükselen dağların görüntüsünü yansıtmaktadır. Üst tarafta pamuk beyazı bulutlar gökyüzünü süslemektedir. Resim, bakanlara huzur vermektedir. Diğer resimde de dağlar vardır ama engebeli ve çıplak dağlar... Dağların üstünde gri bulutlarla bezeli, kasvetli bir gökyüzü bulunmaktadır. Kısaca resim, pek de öyle huzur verecek türden değildir. Fakat kral, resme dikkatli bakınca şelalenin ardındaki çalılığın üstünde bir anne kuş ile yavrusunu görür. Sertçe akan suyun orta yerinde anne kuşun kurduğu yuva, görenlere eşsiz bir rahatlama sunmaktadır. Ödülü kim kazanır dersiniz? Tabii ki ikinci resim... Kral bunun nedenini şöyle açıklar: - - - Bu metnin sonuna düşüncenin akışına göre aşağıdaki cümlelerden hangisi getirilmelidir?","Günlük hayatın her anının fotoğraflanması gereksizdir.","Mutlu anların fotoğrafları, uzun ömürlü belgelerdir.","Güzel anların fotoğrafını çekmek mutluluk göstergesidir.","Bazı fotoğraflar insanın gerçek duygularını yansıtmaz.","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2"
"2019_2020_S09_978856zm_202","2019-2020","Nisan","9","Bir sorunu eleştiren yazılar görüyorum. Bu tür yazıları okuduğumda baktığım ilk şey, yazarın çözüme yönelik önerisi oluyor. Eğer yazarın önerisi yoksa o yazı benim için yok hükmündedir. Çünkü sorunu herkes görebilir ama çözümü herkes üretemez, marifet çözümdedir. Bu sözleri söyleyen birinin aşağıdaki metinlerden hangisini beğenmesi beklenir?","Bozkırı boydan boya geçen yolculuklar yaparken içim yanar hep. Yolculuğa çıkmadan önce bir umutla manzaranın değişeceğini düşünsem de zamanla gerçeği kabullenirim. O dağların, tepelerin ağaçlarla dolu olmasını beklerim ama beni çorak topraklar ve tepeler karşılar hep. Nice türkünün yakıldığı, nice güzel âdetin olduğu topraklara bu görüntü yakışmıyor.","Yaşadığım şehrin sokaklarında gezerken içimden şu cümleyi söyler dururum: Bu sokakların ruhu yok! Evet, her gün geçtiğim bu sokaklar asfalt ve taştan oluşuyor; beni kendisine bağlayan bir yönü yok. Hâlbuki bir ruhu olsa bu sokakların... Mesela sokağın her köşesinde eskiden kalma kocaman ağaçlar olsa, o sokakta yaşamış ünlü insanların küçük anıtları olsa...","Şehir yaşamının yol açtığı en önemli sorunlardan biri de trafik. Şehirlerde yaşayan milyonlarca insan her gün bu sıkıntıyı çekiyor. Kendisine ya da ailesine ayıracağı vakti trafikte harcıyor. Oysaki insanlar bu vakti yollarda trafiğin açılmasını bekleyerek değil daha nitelikli işler yaparak geçirmeli.","Modern çağın devasa mabetleri AVM’ler! Canlı, coşkulu, ele avuca sığmaz eski çarşıların yerini soğuk ve kaba hâlleriyle alarak günbegün hayatımıza girdiler. Evet, bizlere birçok ürünle hizmet sunuyorlar. Ancak bir makine gibi ruhtan ve doğallıktan yoksunlar.","B","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2"
"2019_2020_S10_978856zm_202","2019-2020","Nisan","10","Fiil kök veya gövdelerine -an /-en, -ası /-esi, -maz /-mez gibi belirli eklerin getirilmesiyle sıfat-fiil oluşturulur. Sıfat-fiiller tıpkı sıfatlar gibi isimleri niteleme görevi üstlenir. Bu açıklamaya göre, Büyük bir bahçe... Ortasında köşk biçiminde yapılmış bir ev... Sağ köşesinde her zaman oturduğumuz beyaz perdeli I II oda... Sabahları annem beni bir bebek gibi pencerenin kenarına oturtur, dersimi tekrarlatır, sütümü içirirdi. Bu pencereden görünen avlunun öbür yanındaki büyük toprak rengi yapının camsız, kapaksız tek bir penceresi vardı. III IV metninde numaralanmış sözcüklerden hangisi sıfat-fiil değildir?","Yalnız I.","I ve III.","II ve III.","I, II ve III.","D","978856zm_2020_04_NISAN_ORNEKSORULAR_SOZ_2"
